interaction_id,customer_id,interaction_date,channel,type,satisfaction_score
S000541,C100162,2025-01-02,Phone,Complaint,4
S000542,C100162,2025-02-09,Email,Query,3
S000543,C100162,2025-05-14,Social Media,Complaint,4
S000544,C100162,2025-06-30,Chat,Refund Request,3
S000545,C100162,2025-07-03,Social Media,Feedback,2
S000546,C100162,2025-07-20,Chat,Query,2
S000547,C100162,2025-09-09,Social Media,Query,2
S000548,C100162,2025-09-29,Chat,Query,2
S000549,C100162,2026-01-10,Phone,Complaint,3
S000550,C100162,2026-08-07,Phone,Feedback,2
S000551,C100162,2025-11-02,Email,Complaint,1
S000552,C100163,2026-06-25,Email,Feedback,4
S000553,C100165,2025-10-30,Social Media,Query,3
S000554,C100165,2025-11-16,Phone,Query,3
S000555,C100165,2026-02-26,Email,Feedback,3
S000556,C100165,2026-03-27,Email,Refund Request,2
S000557,C100165,2025-12-16,Email,Complaint,3
S000558,C100166,2025-03-26,Email,Complaint,2
S000559,C100167,2023-08-15,Email,Complaint,3
S000560,C100167,2026-08-06,Social Media,Feedback,1
S000561,C100167,2024-03-16,Phone,Query,1
S000562,C100167,2024-07-04,Email,Query,2
S000563,C100168,2023-07-02,Email,Complaint,3
S000564,C100168,2023-07-26,Phone,Feedback,1
S000565,C100168,2023-08-04,Social Media,Complaint,1
S000566,C100168,2025-03-22,Phone,Complaint,4
S000567,C100169,2025-07-19,Chat,Feedback,1
S000568,C100169,2025-12-12,Chat,Query,4
S000569,C100169,2025-09-23,Phone,Complaint,2
S000570,C100170,2023-01-27,Phone,Feedback,2
S000571,C100170,2023-09-06,Chat,Feedback,2
S000572,C100170,2024-01-24,Phone,Query,1
S000573,C100170,2024-04-20,Chat,Query,2
S000574,C100170,2024-04-26,Email,Query,2
S000575,C100170,2024-06-05,Chat,Feedback,2
S000576,C100170,2024-07-05,Phone,Feedback,2
S000577,C100170,2024-08-01,Chat,Complaint,1
S000578,C100170,2024-10-27,Chat,Complaint,2
S000579,C100170,2024-11-14,Social Media,Query,3
S000580,C100170,2024-12-09,Chat,Refund Request,3
S000581,C100170,2024-12-11,Social Media,Feedback,1
S000582,C100170,2025-01-08,Phone,Complaint,2
S000583,C100170,2025-02-15,Chat,Complaint,2
S000584,C100170,2025-06-05,Chat,Complaint,1
S000585,C100170,2025-07-11,Email,Query,2
S000586,C100170,2025-09-29,Email,Query,2
S000587,C100170,2025-10-26,Email,Feedback,1
S000588,C100170,2025-12-05,Email,Refund Request,1
S000589,C100170,2026-02-12,Phone,Complaint,1
S000590,C100170,2026-03-10,Chat,Refund Request,2
S000591,C100170,2026-04-15,Email,Refund Request,2
S000592,C100170,2026-07-20,Email,Refund Request,2
S000593,C100170,2024-11-05,Social Media,Feedback,2
S000594,C100170,2024-03-13,Phone,Feedback,2
S000595,C100171,2024-12-16,Chat,Query,2
S000596,C100171,2025-08-29,Social Media,Complaint,1
S000597,C100171,2024-07-13,Phone,Query,1
S000598,C100171,2023-09-27,Phone,Feedback,1
S000599,C100171,2025-10-09,Social Media,Query,1
S000600,C100172,2025-05-24,Social Media,Complaint,2
S000601,C100172,2024-02-13,Email,Query,4
S000602,C100172,2023-11-05,Chat,Complaint,1
S000603,C100173,2026-06-04,Email,Refund Request,3
S000604,C100174,2026-05-23,Social Media,Complaint,2
S000605,C100175,2025-08-06,Social Media,Query,2
S000606,C100175,2026-05-29,Social Media,Complaint,3
S000607,C100175,2026-07-18,Chat,Complaint,2
S000608,C100177,2025-03-07,Chat,Refund Request,1
S000609,C100177,2025-04-16,Chat,Complaint,3
S000610,C100177,2025-10-19,Email,Refund Request,2
S000611,C100177,2026-01-29,Email,Query,2
S000612,C100177,2025-04-22,Phone,Feedback,2
S000613,C100178,2024-05-19,Chat,Query,2
S000614,C100178,2024-06-14,Social Media,Complaint,2
S000615,C100178,2025-11-08,Chat,Complaint,3
S000616,C100179,2023-06-26,Phone,Query,2
S000617,C100179,2023-10-02,Chat,Query,3
S000618,C100179,2023-12-05,Social Media,Query,3
S000619,C100179,2024-03-11,Phone,Complaint,3
S000620,C100179,2024-05-17,Email,Refund Request,1
S000621,C100179,2024-08-11,Phone,Query,2
S000622,C100180,2026-03-15,Phone,Feedback,3
S000623,C100182,2024-08-01,Chat,Feedback,2
S000624,C100182,2025-11-20,Email,Feedback,2
S000625,C100182,2025-12-15,Chat,Complaint,2
S000626,C100182,2026-06-05,Email,Feedback,2
S000627,C100182,2025-04-16,Social Media,Query,3
S000628,C100182,2025-09-06,Social Media,Complaint,3
S000629,C100183,2026-06-20,Phone,Feedback,3
S000630,C100184,2026-06-23,Email,Feedback,2
S000631,C100184,2025-03-02,Phone,Feedback,3
S000632,C100184,2025-11-06,Email,Complaint,4
S000633,C100186,2025-05-15,Email,Feedback,3
S000634,C100187,2026-08-06,Email,Complaint,3
S000635,C100188,2025-03-23,Chat,Query,2
S000636,C100188,2025-08-29,Social Media,Refund Request,3
S000637,C100188,2024-11-24,Chat,Complaint,1
S000638,C100191,2025-06-05,Social Media,Feedback,3
S000639,C100191,2025-07-25,Social Media,Complaint,1
S000640,C100191,2025-10-19,Email,Feedback,1
S000641,C100191,2026-02-14,Social Media,Refund Request,3
S000642,C100192,2025-05-27,Social Media,Refund Request,5
S000643,C100192,2025-08-20,Chat,Query,3
S000644,C100193,2023-07-24,Social Media,Query,3
S000645,C100193,2025-03-24,Phone,Complaint,2
S000646,C100193,2025-07-23,Phone,Complaint,5
S000647,C100193,2025-11-07,Email,Query,3
S000648,C100193,2026-03-30,Social Media,Feedback,3
S000649,C100193,2026-05-06,Chat,Complaint,3
S000650,C100194,2024-10-24,Social Media,Complaint,3
S000651,C100194,2024-11-05,Chat,Query,3
S000652,C100194,2025-01-26,Phone,Feedback,1
S000653,C100194,2025-02-08,Phone,Refund Request,3
S000654,C100194,2025-09-14,Phone,Feedback,4
S000655,C100194,2025-11-11,Chat,Feedback,1
S000656,C100194,2025-11-21,Phone,Feedback,1
S000657,C100194,2025-12-05,Social Media,Complaint,1
S000658,C100194,2026-01-25,Chat,Feedback,2
S000659,C100194,2026-03-13,Social Media,Refund Request,2
S000660,C100194,2026-07-27,Chat,Complaint,1
S000661,C100194,2025-07-09,Chat,Complaint,2
S000662,C100194,2024-02-13,Phone,Query,1
S000663,C100194,2024-06-09,Social Media,Feedback,3
S000664,C100196,2024-12-22,Phone,Feedback,3
S000665,C100196,2025-01-16,Social Media,Refund Request,3
S000666,C100196,2025-02-05,Email,Refund Request,2
S000667,C100196,2025-09-28,Email,Refund Request,2
S000668,C100196,2026-02-02,Chat,Refund Request,2
S000669,C100198,2026-01-13,Email,Complaint,2
S000670,C100198,2026-02-13,Phone,Feedback,2
S000671,C100198,2026-04-01,Social Media,Complaint,3
S000672,C100198,2025-05-12,Chat,Feedback,3
S000673,C100200,2024-12-06,Email,Query,5
S000674,C100200,2025-10-01,Phone,Feedback,3
S000675,C100201,2025-10-19,Social Media,Query,3
S000676,C100202,2025-06-06,Chat,Refund Request,2
S000677,C100202,2025-09-11,Chat,Feedback,4
S000678,C100203,2025-07-26,Chat,Query,3
S000679,C100203,2025-10-05,Chat,Complaint,2
S000680,C100203,2025-11-19,Phone,Refund Request,1
S000681,C100203,2026-03-19,Chat,Complaint,3
S000682,C100203,2026-04-05,Chat,Feedback,1
S000683,C100203,2026-07-29,Social Media,Complaint,2
S000684,C100203,2025-08-24,Chat,Feedback,3
S000685,C100204,2025-05-14,Chat,Feedback,1
S000686,C100206,2023-09-23,Email,Query,2
S000687,C100207,2023-10-07,Chat,Query,3
S000688,C100207,2025-07-14,Phone,Complaint,2
S000689,C100207,2024-10-04,Email,Feedback,1
S000690,C100208,2024-10-06,Social Media,Query,1
S000691,C100208,2024-12-08,Social Media,Complaint,3
S000692,C100208,2026-04-28,Email,Refund Request,2
S000693,C100208,2025-03-24,Chat,Complaint,1
S000694,C100210,2026-03-20,Social Media,Complaint,3
S000695,C100211,2024-07-15,Chat,Refund Request,2
S000696,C100212,2026-03-27,Social Media,Feedback,1
S000697,C100213,2025-02-10,Social Media,Complaint,2
S000698,C100215,2025-05-02,Chat,Refund Request,1
S000699,C100215,2026-04-17,Email,Feedback,3
S000700,C100215,2024-01-25,Social Media,Complaint,3
S000701,C100216,2026-06-25,Social Media,Query,3
S000702,C100217,2023-10-30,Phone,Feedback,1
S000703,C100217,2023-11-30,Social Media,Complaint,3
S000704,C100217,2024-09-26,Phone,Complaint,3
S000705,C100217,2024-10-06,Phone,Feedback,2
S000706,C100217,2025-11-15,Chat,Query,4
S000707,C100219,2024-01-15,Phone,Complaint,1
S000708,C100219,2024-01-21,Email,Refund Request,2
S000709,C100219,2024-09-27,Social Media,Query,2
S000710,C100219,2024-01-08,Chat,Query,2
S000711,C100220,2023-08-14,Phone,Query,2
S000712,C100220,2024-08-02,Email,Feedback,2
S000713,C100221,2024-08-14,Email,Query,1
S000714,C100221,2026-03-20,Phone,Refund Request,1
S000715,C100222,2025-04-26,Chat,Refund Request,3
S000716,C100222,2025-06-27,Chat,Query,2
S000717,C100222,2025-07-02,Email,Refund Request,2
S000718,C100222,2025-09-12,Phone,Query,2
S000719,C100222,2026-03-19,Email,Feedback,2
S000720,C100222,2026-06-29,Email,Complaint,2
S000721,C100222,2026-08-06,Email,Refund Request,2
S000722,C100222,2025-07-12,Email,Query,3
S000723,C100223,2024-10-14,Email,Refund Request,2
S000724,C100223,2025-01-15,Chat,Complaint,1
S000725,C100223,2025-05-23,Social Media,Complaint,2
S000726,C100223,2025-08-19,Email,Feedback,2
S000727,C100223,2025-12-26,Chat,Refund Request,2
S000728,C100223,2026-01-06,Phone,Refund Request,1
S000729,C100223,2026-02-05,Phone,Query,1
S000730,C100223,2026-05-02,Social Media,Refund Request,4
S000731,C100223,2026-05-29,Social Media,Feedback,2
S000732,C100223,2026-07-03,Phone,Complaint,3
S000733,C100223,2026-02-16,Email,Feedback,2
S000734,C100224,2025-12-15,Chat,Query,3
S000735,C100225,2026-06-10,Email,Complaint,3
S000736,C100225,2026-06-22,Social Media,Query,4
S000737,C100227,2026-06-15,Social Media,Query,3
S000738,C100227,2026-03-12,Chat,Complaint,2
S000739,C100230,2023-09-03,Email,Feedback,1
S000740,C100230,2023-10-31,Phone,Complaint,3
S000741,C100230,2024-01-12,Chat,Refund Request,4
S000742,C100230,2024-02-18,Phone,Refund Request,1
S000743,C100230,2024-07-31,Chat,Refund Request,2
S000744,C100230,2024-08-30,Chat,Complaint,1
S000745,C100230,2024-09-22,Phone,Refund Request,3
S000746,C100230,2025-08-04,Social Media,Complaint,5
S000747,C100230,2025-08-19,Email,Refund Request,4
S000748,C100230,2025-10-12,Phone,Query,4
S000749,C100230,2026-01-28,Email,Refund Request,2
S000750,C100230,2026-04-30,Email,Query,5
S000751,C100230,2026-05-11,Email,Complaint,5
S000752,C100230,2026-07-16,Email,Query,1
S000753,C100231,2024-07-20,Phone,Refund Request,3
S000754,C100231,2024-11-23,Social Media,Query,2
S000755,C100233,2023-11-09,Email,Complaint,3
S000756,C100233,2024-02-06,Phone,Refund Request,2
S000757,C100233,2024-05-01,Email,Feedback,2
S000758,C100233,2024-04-30,Phone,Complaint,1
S000759,C100233,2024-07-17,Phone,Feedback,2
S000760,C100233,2024-10-10,Social Media,Complaint,3
S000761,C100233,2024-10-13,Chat,Feedback,3
S000762,C100233,2025-03-25,Email,Query,2
S000763,C100233,2025-04-18,Phone,Feedback,2
S000764,C100233,2025-06-01,Social Media,Complaint,2
S000765,C100233,2025-06-11,Chat,Query,2
S000766,C100233,2025-06-20,Email,Feedback,1
S000767,C100233,2025-07-22,Social Media,Feedback,3
S000768,C100233,2025-11-24,Chat,Refund Request,1
S000769,C100233,2025-12-04,Social Media,Query,2
S000770,C100233,2026-04-19,Email,Query,3
S000771,C100233,2026-05-29,Social Media,Feedback,2
S000772,C100233,2026-06-08,Chat,Feedback,1
S000773,C100233,2026-07-09,Chat,Complaint,1
S000774,C100233,2025-09-04,Chat,Complaint,1
S000775,C100233,2024-04-12,Chat,Complaint,3
S000776,C100233,2026-04-17,Chat,Feedback,2
S000777,C100233,2024-09-13,Phone,Feedback,1
S000778,C100233,2023-12-14,Email,Query,3
S000779,C100233,2025-09-17,Social Media,Complaint,1
S000780,C100233,2024-04-24,Social Media,Complaint,1
S000781,C100234,2026-07-12,Phone,Feedback,4
S000782,C100235,2025-01-29,Chat,Complaint,1
S000783,C100236,2025-07-08,Email,Refund Request,3
S000784,C100236,2025-08-01,Chat,Complaint,3
S000785,C100237,2025-09-21,Chat,Query,2
S000786,C100237,2026-05-30,Chat,Feedback,2
S000787,C100237,2025-03-12,Social Media,Complaint,2
S000788,C100237,2026-04-10,Email,Query,3
S000789,C100238,2026-07-04,Phone,Query,2
S000790,C100238,2026-05-21,Chat,Query,1
S000791,C100239,2024-01-02,Email,Refund Request,2
S000792,C100239,2025-01-31,Social Media,Complaint,2
S000793,C100240,2024-11-12,Chat,Complaint,1
S000794,C100240,2024-09-25,Social Media,Complaint,2
S000795,C100241,2025-05-07,Chat,Query,2
S000796,C100241,2025-11-14,Email,Complaint,4
S000797,C100241,2026-03-05,Chat,Query,3
S000798,C100241,2026-06-13,Phone,Complaint,1
S000799,C100241,2026-08-03,Phone,Complaint,2
S000800,C100242,2024-09-24,Chat,Complaint,3
S000801,C100242,2024-11-28,Social Media,Feedback,1
S000802,C100242,2025-01-17,Chat,Refund Request,1
S000803,C100242,2025-05-05,Email,Feedback,2
S000804,C100242,2025-08-11,Phone,Complaint,2
S000805,C100242,2026-05-01,Chat,Feedback,1
S000806,C100243,2024-09-11,Social Media,Complaint,3
S000807,C100243,2024-11-29,Social Media,Feedback,4
S000808,C100243,2025-05-28,Chat,Refund Request,1
S000809,C100243,2025-07-25,Social Media,Complaint,2
S000810,C100243,2025-12-16,Email,Query,3
S000811,C100244,2025-02-27,Phone,Query,1
S000812,C100244,2025-07-08,Email,Complaint,2
S000813,C100244,2026-05-01,Social Media,Query,1
S000814,C100245,2024-05-18,Chat,Complaint,4
S000815,C100245,2024-12-07,Phone,Complaint,1
S000816,C100245,2025-06-13,Email,Refund Request,3
S000817,C100245,2026-05-02,Social Media,Refund Request,3
S000818,C100245,2026-05-06,Phone,Complaint,4
S000819,C100245,2026-07-10,Social Media,Complaint,4
S000820,C100245,2025-05-22,Chat,Feedback,4
S000821,C100246,2024-10-27,Email,Complaint,2
S000822,C100246,2025-03-02,Social Media,Complaint,4
S000823,C100246,2026-03-31,Social Media,Query,2
S000824,C100247,2026-06-26,Email,Feedback,3
S000825,C100247,2025-06-01,Phone,Complaint,4
S000826,C100247,2025-03-14,Email,Feedback,2
S000827,C100248,2024-07-19,Email,Refund Request,3
S000828,C100248,2026-02-23,Email,Complaint,4
S000829,C100249,2026-04-22,Chat,Query,2
S000830,C100249,2025-10-25,Chat,Complaint,2
S000831,C100250,2025-06-30,Phone,Query,2
S000832,C100251,2025-08-26,Email,Query,1
S000833,C100251,2026-04-28,Chat,Complaint,2
S000834,C100251,2025-11-17,Phone,Query,1
S000835,C100252,2025-01-16,Social Media,Feedback,3
S000836,C100252,2026-01-22,Chat,Complaint,4
S000837,C100253,2025-06-07,Email,Complaint,1
S000838,C100253,2025-07-31,Phone,Feedback,3
S000839,C100254,2026-01-13,Phone,Complaint,2
S000840,C100254,2025-12-21,Social Media,Feedback,3
S000841,C100255,2025-05-07,Social Media,Complaint,3
S000842,C100255,2025-05-06,Email,Refund Request,2
S000843,C100256,2025-03-20,Email,Feedback,1
S000844,C100256,2025-04-09,Phone,Complaint,1
S000845,C100256,2025-09-15,Chat,Feedback,1
S000846,C100256,2026-06-08,Phone,Query,1
S000847,C100258,2024-02-13,Email,Refund Request,2
S000848,C100258,2024-04-04,Phone,Feedback,1
S000849,C100258,2024-04-14,Social Media,Complaint,3
S000850,C100258,2025-03-22,Chat,Feedback,2
S000851,C100258,2026-06-19,Social Media,Complaint,2
S000852,C100258,2025-01-03,Social Media,Query,2
S000853,C100259,2026-07-25,Phone,Complaint,4
S000854,C100259,2025-12-01,Phone,Complaint,2
S000855,C100260,2025-10-27,Email,Complaint,3
S000856,C100260,2024-08-05,Chat,Feedback,1
S000857,C100261,2025-01-23,Phone,Query,2
S000858,C100261,2025-02-05,Chat,Complaint,3
S000859,C100261,2025-02-07,Phone,Refund Request,1
S000860,C100261,2025-04-06,Phone,Complaint,1
S000861,C100261,2025-05-15,Phone,Complaint,2
S000862,C100261,2025-05-17,Social Media,Query,2
S000863,C100261,2026-01-24,Email,Query,1
S000864,C100261,2026-02-20,Phone,Complaint,3
S000865,C100261,2026-04-30,Chat,Complaint,4
S000866,C100261,2026-06-05,Email,Complaint,2
S000867,C100261,2026-06-17,Email,Query,5
S000868,C100261,2026-06-22,Phone,Query,3
S000869,C100261,2026-06-25,Phone,Complaint,4
S000870,C100261,2026-08-06,Phone,Refund Request,2
S000871,C100261,2026-04-12,Email,Complaint,3
S000872,C100263,2025-10-12,Email,Complaint,2
S000873,C100263,2025-07-24,Phone,Query,3
S000874,C100264,2024-12-30,Social Media,Complaint,2
S000875,C100264,2025-04-05,Phone,Complaint,2
S000876,C100264,2025-12-30,Email,Feedback,1
S000877,C100264,2026-02-27,Email,Complaint,2
S000878,C100264,2026-04-24,Phone,Complaint,2
S000879,C100266,2024-11-18,Chat,Complaint,3
S000880,C100266,2024-12-07,Email,Query,3
S000881,C100266,2025-04-29,Email,Complaint,1
S000882,C100266,2025-05-01,Social Media,Feedback,3
S000883,C100266,2025-08-24,Phone,Complaint,2
S000884,C100266,2026-07-02,Chat,Complaint,2
S000885,C100267,2025-03-04,Social Media,Complaint,2
S000886,C100267,2026-06-30,Phone,Refund Request,2
S000887,C100269,2025-06-10,Chat,Feedback,2
S000888,C100269,2025-11-08,Social Media,Refund Request,5
S000889,C100269,2025-11-22,Phone,Query,1
S000890,C100269,2026-04-24,Social Media,Refund Request,2
S000891,C100269,2026-08-04,Chat,Complaint,3
S000892,C100270,2026-05-24,Email,Complaint,2
S000893,C100271,2025-10-03,Chat,Refund Request,4
S000894,C100271,2026-01-11,Chat,Complaint,3
S000895,C100272,2025-02-19,Phone,Query,3
S000896,C100272,2025-05-20,Social Media,Complaint,1
S000897,C100272,2025-07-01,Phone,Query,2
S000898,C100272,2025-09-25,Social Media,Query,1
S000899,C100272,2026-02-10,Email,Feedback,2
S000900,C100272,2026-02-19,Phone,Query,3
S000901,C100272,2026-04-29,Social Media,Query,3
S000902,C100272,2026-05-17,Email,Complaint,2
S000903,C100274,2024-05-03,Social Media,Complaint,2
S000904,C100274,2024-06-13,Phone,Refund Request,3
S000905,C100274,2024-08-14,Email,Query,2
S000906,C100274,2024-09-19,Phone,Complaint,3
S000907,C100274,2025-01-11,Chat,Complaint,1
S000908,C100274,2025-01-17,Phone,Complaint,2
S000909,C100274,2025-06-28,Social Media,Complaint,4
S000910,C100274,2025-08-02,Chat,Refund Request,1
S000911,C100274,2025-09-21,Social Media,Refund Request,2
S000912,C100274,2026-02-04,Phone,Complaint,3
S000913,C100274,2026-02-16,Social Media,Query,2
S000914,C100274,2026-05-21,Social Media,Query,2
S000915,C100274,2026-07-06,Email,Refund Request,2
S000916,C100274,2026-04-28,Email,Feedback,2
S000917,C100275,2026-05-20,Phone,Complaint,4
S000918,C100275,2026-07-11,Phone,Complaint,1
S000919,C100276,2026-01-16,Phone,Refund Request,2
S000920,C100276,2026-01-24,Phone,Complaint,2
S000921,C100276,2026-04-16,Email,Refund Request,1
S000922,C100276,2026-06-13,Phone,Query,3
S000923,C100277,2026-03-29,Phone,Feedback,2
S000924,C100278,2026-01-10,Phone,Feedback,3
S000925,C100278,2026-04-09,Social Media,Query,1
S000926,C100278,2025-10-21,Chat,Complaint,1
S000927,C100279,2024-11-10,Email,Query,3
S000928,C100279,2025-01-25,Email,Complaint,4
S000929,C100279,2025-10-18,Phone,Query,2
S000930,C100279,2026-05-27,Chat,Complaint,3
S000931,C100280,2024-03-13,Email,Complaint,3
S000932,C100280,2026-06-23,Chat,Refund Request,2
S000933,C100281,2026-01-09,Phone,Query,2
S000934,C100282,2024-01-12,Phone,Query,4
S000935,C100282,2024-06-14,Social Media,Complaint,3
S000936,C100282,2024-09-02,Phone,Complaint,1
S000937,C100282,2025-02-16,Chat,Refund Request,2
S000938,C100282,2024-01-27,Email,Feedback,2
S000939,C100282,2025-04-16,Email,Feedback,1
S000940,C100282,2024-11-15,Social Media,Query,1
S000941,C100283,2024-03-30,Chat,Query,5
S000942,C100283,2024-10-19,Chat,Complaint,3
S000943,C100283,2025-03-03,Email,Complaint,3
S000944,C100283,2026-01-19,Email,Refund Request,3
S000945,C100283,2026-05-07,Phone,Complaint,1
S000946,C100283,2026-03-26,Social Media,Query,2
S000947,C100284,2024-11-29,Chat,Query,3
S000948,C100284,2025-01-07,Social Media,Refund Request,3
S000949,C100284,2025-04-23,Social Media,Refund Request,2
S000950,C100284,2025-09-11,Social Media,Query,1
S000951,C100284,2025-10-20,Social Media,Complaint,1
S000952,C100284,2025-11-26,Email,Complaint,1
S000953,C100284,2026-02-17,Chat,Complaint,2
S000954,C100284,2026-03-28,Email,Query,2
S000955,C100284,2026-03-27,Phone,Complaint,1
S000956,C100284,2026-04-08,Social Media,Query,2
S000957,C100284,2026-04-14,Chat,Complaint,2
S000958,C100284,2026-05-29,Chat,Complaint,1
S000959,C100284,2026-06-01,Phone,Feedback,2
S000960,C100284,2024-11-04,Phone,Feedback,4
S000961,C100284,2025-10-01,Chat,Query,3
S000962,C100286,2024-05-22,Social Media,Complaint,2
S000963,C100286,2025-07-02,Phone,Refund Request,1
S000964,C100286,2025-09-18,Email,Complaint,3
S000965,C100286,2025-09-21,Email,Feedback,3
S000966,C100286,2026-02-27,Email,Feedback,1
S000967,C100286,2026-03-20,Social Media,Complaint,3
S000968,C100286,2026-07-17,Email,Feedback,3
S000969,C100287,2025-01-26,Email,Complaint,2
S000970,C100287,2026-01-19,Social Media,Query,3
S000971,C100287,2026-03-06,Chat,Feedback,2
S000972,C100290,2026-08-05,Email,Query,1
