customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C100286,West,Referral,0.00062867557,Low,801788.52,Very High,High-Value Loyalists,504.0648548304564
C100287,West,Organic Search,0.093271255,Low,121075.02,High,Mid-Value Occasional Shoppers,11292.8190645501
C100288,East,Paid Ads,0.9868302,High,285.44,Low,Low-Engagement / Dormant,281.680812288
C100289,North,Email Marketing,0.65876603,High,14851.5,Medium,Mid-Value Occasional Shoppers,9783.663694545
C100290,West,Social Media,0.7417999,High,2938.57,Low,Low-Engagement / Dormant,2179.830932143
C100291,South,Email Marketing,0.8328121,High,12000.24,Medium,Mid-Value Occasional Shoppers,9993.945074904
C100292,North,Referral,0.18069479,Low,240557.35,Very High,Mid-Value Occasional Shoppers,43467.4598412065
C100293,East,Paid Ads,0.48977503,Medium,13490.22,Medium,Mid-Value Occasional Shoppers,6607.172905206599
C100294,South,Organic Search,0.0010242942,Low,609596.02,Very High,Mid-Value Occasional Shoppers,624.4056676290841
C100295,North,Paid Ads,0.9898089,High,286.79,Low,Low-Engagement / Dormant,283.867294431
C100296,Central,Referral,0.32693735,Medium,63928.38,High,Mid-Value Occasional Shoppers,20900.575146993
C100297,South,Paid Ads,0.0010278049,Low,477386.98,Very High,High-Value Loyalists,490.660677240202
C100298,East,Organic Search,0.56221473,Medium,43038.5,Medium,Mid-Value Occasional Shoppers,24196.878657105
C100299,West,Referral,0.76541406,High,20955.43,Medium,Mid-Value Occasional Shoppers,16039.5807553458
C100300,North,Organic Search,0.8114938,High,4901.84,Low,Mid-Value Occasional Shoppers,3977.812768592
C100301,West,Paid Ads,0.5778834,Medium,17955.76,Medium,Mid-Value Occasional Shoppers,10376.335638384
C100302,East,Paid Ads,0.94562817,High,5960.5,Low,Mid-Value Occasional Shoppers,5636.416707285
C100303,East,Social Media,0.07204708,Low,245116.32,Very High,Mid-Value Occasional Shoppers,17659.9151163456
C100304,East,Organic Search,0.5899691,Medium,15277.6,Medium,Mid-Value Occasional Shoppers,9013.31192216
C100305,Central,Referral,0.025303949,Low,201018.1,High,Mid-Value Occasional Shoppers,5086.5517504769
C100306,Central,Email Marketing,0.047055162,Low,208555.33,High,Mid-Value Occasional Shoppers,9813.60483911346
C100307,North,Referral,0.910854,High,17448.88,Medium,Mid-Value Occasional Shoppers,15893.382143520004
C100308,South,Direct,0.24250343,Low,97748.1,High,Mid-Value Occasional Shoppers,23704.249525983
C100309,East,Organic Search,0.098495975,Low,175485.72,High,Mid-Value Occasional Shoppers,17284.637089977
C100310,Central,Organic Search,0.12081683,Low,82077.42,High,Mid-Value Occasional Shoppers,9916.3336989786
C100311,West,Organic Search,0.41925636,Medium,49321.27,High,Mid-Value Occasional Shoppers,20678.2561307772
C100312,South,Referral,0.5519722,Medium,24315.6,Medium,Mid-Value Occasional Shoppers,13421.53522632
C100313,Central,Organic Search,0.9292873,High,878.07,Low,Low-Engagement / Dormant,815.9792995110001
C100314,South,Direct,0.0017659393,Low,424538.99,Very High,Mid-Value Occasional Shoppers,749.7100868233069
C100315,South,Social Media,0.0016411155,Low,488242.21,Very High,High-Value Loyalists,801.261858585255
C100316,East,Email Marketing,0.66703963,High,11462.71,Medium,Mid-Value Occasional Shoppers,7646.081837197299
C100317,South,Paid Ads,0.8622525,High,4692.93,Low,Mid-Value Occasional Shoppers,4046.490624825
C100318,East,Referral,0.7553743,High,15342.99,Medium,Mid-Value Occasional Shoppers,11589.700331157
C100319,South,Paid Ads,0.95691013,High,372.86,Low,Low-Engagement / Dormant,356.7935110718
C100320,West,Social Media,0.00050071825,Low,495661.49,Very High,High-Value Loyalists,248.1867538651925
C100321,Central,Referral,0.7950152,High,7854.99,Low,Mid-Value Occasional Shoppers,6244.836445848
C100322,South,Organic Search,0.47888142,Medium,16504.46,Medium,Mid-Value Occasional Shoppers,7903.6792411332
C100324,West,Referral,0.7949356,High,18297.85,Medium,Mid-Value Occasional Shoppers,14545.61236846
C100326,West,Organic Search,0.36105618,Medium,50070.5,High,Mid-Value Occasional Shoppers,18078.26346069
C100327,East,Organic Search,0.28654101,Low,127338.5,High,Mid-Value Occasional Shoppers,36487.702401885
C100328,North,Organic Search,0.006595705,Low,288983.28,Very High,Mid-Value Occasional Shoppers,1906.0484648124
C100329,Central,Social Media,0.96880645,High,324.21,Low,Low-Engagement / Dormant,314.0967391545
C100330,South,Organic Search,0.03708645,Low,219903.44,Very High,Mid-Value Occasional Shoppers,8155.437932388
C100331,North,Direct,0.5127691,Medium,26418.22,Medium,Mid-Value Occasional Shoppers,13546.446893002
C100332,North,Direct,0.0042640213,Low,458211.92,Very High,High-Value Loyalists,1953.825386793896
C100333,West,Organic Search,0.7279331,High,24622.21,Medium,Mid-Value Occasional Shoppers,17923.321654151
C100334,Central,Referral,0.7209263,High,29838.28,Medium,Mid-Value Occasional Shoppers,21511.200798764
C100335,South,Organic Search,0.5089272,Medium,26645.71,Medium,Mid-Value Occasional Shoppers,13560.726582312
C100336,North,Paid Ads,0.11266222,Low,154201.7,High,Mid-Value Occasional Shoppers,17372.705849774
C100337,North,Organic Search,0.49189153,Medium,37899.17,Medium,Mid-Value Occasional Shoppers,18642.2807170301
C100338,East,Email Marketing,0.41023117,Medium,59980.71,High,Mid-Value Occasional Shoppers,24605.956840730694
C100339,South,Email Marketing,0.3079984,Medium,47962.71,High,Mid-Value Occasional Shoppers,14772.437939664
C100340,South,Organic Search,0.7881741,High,11077.43,Medium,Mid-Value Occasional Shoppers,8730.943420563
C100341,South,Organic Search,0.9868304,High,314.37,Low,Low-Engagement / Dormant,310.229872848
C100342,East,Paid Ads,0.16418214,Low,127589.46,High,Mid-Value Occasional Shoppers,20947.9105842444
C100343,East,Social Media,0.14235342,Low,113362.33,High,Mid-Value Occasional Shoppers,16137.5153746686
C100344,East,Organic Search,0.02008611,Low,269749.22,Very High,Mid-Value Occasional Shoppers,5418.2125053342
C100345,North,Email Marketing,0.16882734,Low,118713.92,High,Mid-Value Occasional Shoppers,20042.1553345728
C100346,East,Direct,0.93626744,High,3420.48,Low,Low-Engagement / Dormant,3202.4840531712
C100347,East,Paid Ads,0.9310895,High,4165.79,Low,Low-Engagement / Dormant,3878.723328205
C100348,East,Email Marketing,0.29653597,Low,64287.87,High,Mid-Value Occasional Shoppers,19063.6658896839
C100349,North,Social Media,0.038254857,Low,105391.97,High,Low-Engagement / Dormant,4031.7547412982894
C100350,North,Social Media,0.01673946,Low,283922.51,Very High,Mid-Value Occasional Shoppers,4752.709499244601
C100353,East,Social Media,0.116494425,Low,136377.36,High,Mid-Value Occasional Shoppers,15887.202136217998
C100354,South,Organic Search,0.7466733,High,4596.67,Low,Low-Engagement / Dormant,3432.210757911
C100355,North,Referral,0.23409827,Low,182849.23,High,Mid-Value Occasional Shoppers,42804.6884138321
C100356,East,Organic Search,0.18257284,Low,75746.42,High,Mid-Value Occasional Shoppers,13829.239019232798
C100358,North,Paid Ads,0.15900037,Low,112928.55,High,Mid-Value Occasional Shoppers,17955.6812335635
C100359,West,Paid Ads,0.0008033465,Low,631182.85,Very High,High-Value Loyalists,507.058533407525
C100360,South,Organic Search,0.0010169724,Low,638076.81,Very High,High-Value Loyalists,648.906504850044
C100361,Central,Organic Search,0.3702711,Medium,40542.52,Medium,Mid-Value Occasional Shoppers,15011.723477172
C100362,North,Email Marketing,0.7342353,High,22644.62,Medium,Mid-Value Occasional Shoppers,16626.479359086
C100363,Central,Social Media,0.0011462212,Low,802948.05,Very High,High-Value Loyalists,920.35607740866
C100364,West,Paid Ads,0.00045428885,Low,769686.62,Very High,High-Value Loyalists,349.660049460187
C100365,North,Email Marketing,0.00060141477,Low,816594.77,Very High,High-Value Loyalists,491.11215578275295
C100366,East,Email Marketing,0.0011316065,Low,532479.52,Very High,Mid-Value Occasional Shoppers,602.55728594888
C100367,East,Organic Search,0.006994609,Low,418769.54,Very High,Mid-Value Occasional Shoppers,2929.12919340986
C100368,East,Social Media,0.0013926154,Low,582930.69,Very High,High-Value Loyalists,811.798256026626
C100369,South,Paid Ads,0.8763079,High,4454.64,Low,Mid-Value Occasional Shoppers,3903.636223656
C100370,Central,Social Media,0.5177881,Medium,16158.19,Medium,Mid-Value Occasional Shoppers,8366.518499539
C100371,West,Referral,0.8152296,High,6877.49,Low,Mid-Value Occasional Shoppers,5606.733421704
C100372,Central,Organic Search,0.0058325324,Low,259516.15,Very High,Mid-Value Occasional Shoppers,1513.63635319826
C100373,West,Social Media,0.05648724,Low,275825.85,Very High,High-Value Loyalists,15580.640987153998
C100374,West,Paid Ads,0.7013206,High,13741.38,Medium,Mid-Value Occasional Shoppers,9637.112866428
C100375,West,Social Media,0.7664176,High,5809.28,Low,Mid-Value Occasional Shoppers,4452.334435328
C100376,East,Organic Search,0.94355214,High,454.79,Low,Low-Engagement / Dormant,429.1180777506
C100377,Central,Email Marketing,0.17953442,Low,174922.01,High,Mid-Value Occasional Shoppers,31404.5216105842
C100378,East,Social Media,0.22642986,Low,75228.5,High,Low-Engagement / Dormant,17033.97872301
C100379,North,Organic Search,0.22530645,Low,35961.67,Medium,Mid-Value Occasional Shoppers,8102.396203771499
C100380,East,Referral,0.7933372,High,7062.41,Low,Mid-Value Occasional Shoppers,5602.872574652
C100381,North,Organic Search,0.38628188,Medium,27611.38,Medium,Mid-Value Occasional Shoppers,10665.775775794402
C100382,Central,Social Media,0.8823016,High,13841.28,Medium,Mid-Value Occasional Shoppers,12212.183490048
C100383,East,Social Media,0.55551934,Medium,47241.14,High,Mid-Value Occasional Shoppers,26243.3669136476
C100384,East,Organic Search,0.38126248,Medium,51183.79,High,Mid-Value Occasional Shoppers,19514.4587111992
C100385,North,Organic Search,0.69258875,High,8502.72,Low,Mid-Value Occasional Shoppers,5888.8882164
C100387,South,Referral,0.88277286,High,13752.61,Medium,Mid-Value Occasional Shoppers,12140.4308621646
C100388,West,Referral,0.83188695,High,7580.14,Low,Mid-Value Occasional Shoppers,6305.819545173001
C100389,East,Organic Search,0.27303773,Low,51599.71,High,Mid-Value Occasional Shoppers,14088.667687058298
C100390,East,Organic Search,0.000952616,Low,700455.07,Very High,High-Value Loyalists,667.2647069631199
C100391,South,Email Marketing,0.98936254,High,1319.95,Low,Low-Engagement / Dormant,1305.909084673
C100392,East,Organic Search,0.9227709,High,3961.6,Low,Low-Engagement / Dormant,3655.64919744
C100393,East,Paid Ads,0.7592415,High,10336.2,Medium,Mid-Value Occasional Shoppers,7847.671992300001
C100394,Central,Referral,0.45780075,Medium,54947.17,High,Mid-Value Occasional Shoppers,25154.8556363775
C100395,Central,Organic Search,0.11008924,Low,114362.92,High,Mid-Value Occasional Shoppers,12590.1269469808
C100396,West,Direct,0.7846761,High,17124.69,Medium,Low-Engagement / Dormant,13437.334962909
C100397,South,Organic Search,0.16350806,Low,98489.06,High,Mid-Value Occasional Shoppers,16103.7551318236
C100398,North,Email Marketing,0.24198803,Low,73143.42,High,Mid-Value Occasional Shoppers,17699.8321132626
C100399,Central,Paid Ads,0.21306989,Low,97206.08,High,Mid-Value Occasional Shoppers,20711.6887729312
C100400,Central,Organic Search,0.616313,High,11555.79,Medium,Mid-Value Occasional Shoppers,7121.98360227
C100401,North,Paid Ads,0.0007340187,Low,660430.88,Very High,High-Value Loyalists,484.768615977456
C100402,West,Direct,0.23347902,Low,40204.36,Medium,Mid-Value Occasional Shoppers,9386.8745725272
C100403,South,Social Media,0.5496767,Medium,24923.32,Medium,Mid-Value Occasional Shoppers,13699.768290644
C100404,North,Organic Search,0.6742322,High,5910.57,Low,Mid-Value Occasional Shoppers,3985.096614354
C100405,Central,Direct,0.00082080293,Low,752221.0,Very High,High-Value Loyalists,617.42520080753
C100406,Central,Organic Search,0.0015252663,Low,290091.7,Very High,Mid-Value Occasional Shoppers,442.46709391971
C100407,Central,Organic Search,0.7709804,High,28159.28,Medium,Mid-Value Occasional Shoppers,21710.252958112
C100408,North,Organic Search,0.029165044,Low,102220.89,High,Mid-Value Occasional Shoppers,2981.27675456916
C100409,East,Email Marketing,0.0012887709,Low,512940.83,Very High,Mid-Value Occasional Shoppers,661.063215125847
C100410,Central,Organic Search,0.03886895,Low,125156.7,High,Mid-Value Occasional Shoppers,4864.709514465
C100411,West,Organic Search,0.7322768,High,18403.35,Medium,Mid-Value Occasional Shoppers,13476.346247279998
C100412,South,Direct,0.32501885,Medium,98832.17,High,Mid-Value Occasional Shoppers,32122.318236404502
C100413,East,Social Media,0.4330813,Medium,27815.63,Medium,Mid-Value Occasional Shoppers,12046.429200719
C100414,North,Paid Ads,0.0013534803,Low,513749.04,Very High,High-Value Loyalists,695.349204783912
C100415,East,Social Media,0.87066215,High,4274.88,Low,Mid-Value Occasional Shoppers,3721.976211792
C100416,Central,Organic Search,0.0005358186,Low,714982.78,Very High,High-Value Loyalists,383.101072203708
C100417,North,Paid Ads,0.61474514,High,35907.86,Medium,Mid-Value Occasional Shoppers,22074.1824228004
C100418,North,Paid Ads,0.6008002,High,24926.38,Medium,Mid-Value Occasional Shoppers,14975.774089276
C100419,East,Social Media,0.76441014,High,23844.09,Medium,Mid-Value Occasional Shoppers,18226.6641750726
C100420,East,Referral,0.7366161,High,4693.26,Low,Mid-Value Occasional Shoppers,3457.130877486
C100421,South,Paid Ads,0.6119548,High,25267.21,Medium,Mid-Value Occasional Shoppers,15462.390442108
C100422,North,Organic Search,0.0011464183,Low,598553.42,Very High,High-Value Loyalists,686.192594215586
C100423,West,Paid Ads,0.5997051,Medium,26166.84,Medium,Low-Engagement / Dormant,15692.387398884
C100424,South,Referral,0.79552853,High,25251.73,Medium,Mid-Value Occasional Shoppers,20088.4716468569
C100425,East,Referral,0.0033080836,Low,479726.22,Very High,Mid-Value Occasional Shoppers,1586.974440871992
C100426,East,Referral,0.943418,High,1807.63,Low,Mid-Value Occasional Shoppers,1705.3506793400002
C100427,South,Direct,0.40761492,Medium,63383.91,High,Mid-Value Occasional Shoppers,25836.2274039372
C100428,East,Email Marketing,0.017239295,Low,218323.79,High,Mid-Value Occasional Shoppers,3763.7482213280505
C100429,West,Direct,0.9842374,High,338.53,Low,Low-Engagement / Dormant,333.193887022
C100430,East,Social Media,0.10370496,Low,152720.9,High,Mid-Value Occasional Shoppers,15837.914825664
C100431,East,Organic Search,0.6436061,High,25383.61,Medium,Mid-Value Occasional Shoppers,16337.046236021
C100432,South,Social Media,0.002807406,Low,392933.8,Very High,Mid-Value Occasional Shoppers,1103.1247077228
C100433,South,Organic Search,0.8690126,High,3739.74,Low,Low-Engagement / Dormant,3249.881180724
C100434,East,Organic Search,0.08193939,Low,140986.11,High,Mid-Value Occasional Shoppers,11552.3158518729
C100435,South,Paid Ads,0.9824354,High,346.32,Low,Low-Engagement / Dormant,340.237027728
C100436,South,Paid Ads,0.9493905,High,2143.23,Low,Low-Engagement / Dormant,2034.762201315
C100437,North,Referral,0.94478947,High,3614.73,Low,Mid-Value Occasional Shoppers,3415.1588408931
C100439,North,Organic Search,0.24207647,Low,102533.62,High,Low-Engagement / Dormant,24820.9767859214
C100440,Central,Email Marketing,0.902214,High,912.78,Low,Low-Engagement / Dormant,823.5228949199999
C100441,East,Social Media,0.07327746,Low,224353.71,Very High,Mid-Value Occasional Shoppers,16440.0700103766
C100442,North,Organic Search,0.7731286,High,7995.01,Low,Mid-Value Occasional Shoppers,6181.170888286
C100443,East,Organic Search,0.046521515,Low,260539.55,Very High,High-Value Loyalists,12120.69458341825
C100444,South,Organic Search,0.9616815,High,488.8,Low,Low-Engagement / Dormant,470.0699172
C100445,Central,Email Marketing,0.8945399,High,9583.7,Medium,Mid-Value Occasional Shoppers,8573.00203963
C100446,Central,Organic Search,0.23248053,Low,65408.07,High,Mid-Value Occasional Shoppers,15206.1027798771
C100447,West,Direct,0.031134438,Low,305814.05,Very High,Mid-Value Occasional Shoppers,9521.3485792539
C100448,East,Organic Search,0.8333982,High,8947.67,Low,Mid-Value Occasional Shoppers,7456.972072194
C100449,Central,Referral,0.9948378,High,416.21,Low,Low-Engagement / Dormant,414.061440738
C100450,East,Organic Search,0.38774124,Medium,40608.51,Medium,Mid-Value Occasional Shoppers,15745.5940219524
C100451,Central,Paid Ads,0.35877025,Medium,67535.77,High,Low-Engagement / Dormant,24229.825086842506
C100452,North,Paid Ads,0.8417508,High,6430.05,Low,Mid-Value Occasional Shoppers,5412.4997315400005
C100453,Central,Paid Ads,0.92835057,High,3689.93,Low,Low-Engagement / Dormant,3425.5486187601
C100454,West,Direct,0.00071064156,Low,1004943.67,Very High,High-Value Loyalists,714.1547373609252
C100455,South,Referral,0.9564648,High,521.02,Low,Low-Engagement / Dormant,498.337290096
C100456,Central,Organic Search,0.93669516,High,1337.02,Low,Low-Engagement / Dormant,1252.3801628232
C100457,West,Referral,0.033700764,Low,376661.44,Very High,Mid-Value Occasional Shoppers,12693.77829734016
C100458,Central,Organic Search,0.122341156,Low,84198.89,High,Mid-Value Occasional Shoppers,10300.98953651684
C100459,North,Direct,0.6802535,High,70999.2,High,High-Value Loyalists,48297.4542972
C100460,East,Paid Ads,0.39400023,Medium,53873.99,High,Mid-Value Occasional Shoppers,21226.3644510177
C100461,West,Organic Search,0.86203957,High,5876.1,Low,Mid-Value Occasional Shoppers,5065.430717277
C100462,North,Organic Search,0.8759178,High,5279.51,Low,Mid-Value Occasional Shoppers,4624.416784278
